#----it----------t----------dt-------urms-------umax--------oum-------rhom---
     2900       0.00065  2.22E-07  3.269E+01   6.29E+01   3.48E+04    1.0000
     2910       0.00065  2.22E-07  3.291E+01   6.36E+01   3.47E+04    1.0000
     2920       0.00065  2.22E-07  3.299E+01   6.48E+01   3.42E+04    1.0000
     2930       0.00065  2.22E-07  3.291E+01   6.55E+01   3.70E+04    1.0000
     2940       0.00066  2.22E-07  3.314E+01   6.49E+01   3.49E+04    1.0000
     2950       0.00066  2.22E-07  3.299E+01   6.50E+01   3.63E+04    1.0000
     2960       0.00066  2.22E-07  3.271E+01   6.37E+01   3.73E+04    1.0000
     2970       0.00066  2.22E-07  3.263E+01   6.23E+01   3.78E+04    1.0000
     2980       0.00067  2.22E-07  3.269E+01   6.38E+01   3.69E+04    1.0000
     2990       0.00067  2.22E-07  3.273E+01   6.37E+01   3.67E+04    1.0000
     3000       0.00067  2.22E-07  3.275E+01   6.23E+01   3.77E+04    1.0000
     3010       0.00067  2.22E-07  3.285E+01   6.26E+01   3.45E+04    1.0000
     3020       0.00067  2.22E-07  3.292E+01   6.37E+01   3.41E+04    1.0000
     3030       0.00068  2.22E-07  3.312E+01   6.30E+01   3.29E+04    1.0000
     3040       0.00068  2.22E-07  3.336E+01   6.29E+01   3.04E+04    1.0000
     3050       0.00068  2.22E-07  3.413E+01   6.45E+01   3.03E+04    1.0000
     3060       0.00068  2.22E-07  3.427E+01   6.52E+01   2.86E+04    1.0000
     3070       0.00069  2.22E-07  3.409E+01   6.51E+01   2.87E+04    1.0000
     3080       0.00069  2.22E-07  3.485E+01   6.77E+01   2.89E+04    1.0000
     3090       0.00069  2.22E-07  3.475E+01   6.86E+01   2.67E+04    1.0000
     3100       0.00069  2.22E-07  3.443E+01   6.68E+01   2.47E+04    1.0000
     3110       0.00069  2.22E-07  3.485E+01   6.84E+01   2.30E+04    1.0000
     3120       0.00070  2.22E-07  3.466E+01   6.86E+01   1.76E+04    1.0000
     3130       0.00070  2.22E-07  3.490E+01   6.78E+01   1.61E+04    1.0000
     3140       0.00070  2.22E-07  3.479E+01   6.77E+01   1.27E+04    1.0000
     3150       0.00070  2.22E-07  3.497E+01   6.68E+01   1.48E+04    1.0000
